mileage,make,model,gear,offerType,price,hp,year
2.0,1,31,0,0,56950.0,286.0,2019
30225.0,22,135,0,3,5.0,245.0,2019
6752.0,1,29,0,3,60950.0,286.0,2019
17480.0,1,30,0,3,61591.0,286.0,2019
25500.0,1,33,0,3,64888.0,286.0,2019
18319.0,1,165,0,3,66750.0,400.0,2019
15186.0,1,177,0,3,67480.0,435.0,2019
5715.0,1,164,0,3,13406.062773722628,450.0,2019
7146.0,29,199,0,3,77960.0,421.0,2019
9987.0,18,91,0,3,82290.0,435.0,2019
24117.0,22,66,0,3,8.0,340.0,2019
2267.0,18,108,0,3,86885.0,455.0,2019
20683.0,30,218,0,3,33780.0,150.0,2020
16162.0,25,129,0,3,33841.0,190.0,2020
5777.0,17,61,0,0,33870.0,194.0,2020
127.0,29,40,0,3,33908.0,190.0,2020
12851.0,29,152,0,3,33998.0,218.0,2020
9853.0,29,152,0,3,34390.0,218.0,2020
4183.0,29,192,0,3,34420.0,150.0,2020
138.0,30,212,0,3,34480.0,190.0,2020
20238.0,29,184,0,3,34720.0,150.0,2020
50.0,25,144,0,2,34745.0,245.0,2020
14900.0,1,26,0,0,34750.0,204.0,2020
8350.0,-1,8,0,1,34890.0,181.0,2020
3500.0,29,151,0,3,34900.0,156.0,2020
9190.0,29,121,0,3,34920.0,204.0,2020
5681.0,25,129,0,3,34928.0,190.0,2020
9986.0,1,26,0,3,13406.062773722628,150.0,2020
6.0,9,141,0,0,13406.062773722628,165.0,2020
43769.13214285715,24,133,0,2,13406.062773722628,300.0,2020
43769.13214285715,9,132,0,3,13406.062773722628,224.0,2020
3500.0,30,212,0,0,34970.0,163.0,2020
5.0,29,40,0,0,56555.0,200.0,2021
43769.13214285715,1,161,0,0,57880.0,204.0,2021
3.0,18,210,0,0,5.0,237.0,2021
4900.0,-1,18,0,0,58373.0,360.0,2021
3.0,18,209,0,0,5.0,190.0,2021
43769.13214285715,1,161,0,0,63880.0,204.0,2021
15.0,29,195,0,3,64808.0,204.0,2021
1500.0,30,218,0,0,64890.0,408.0,2021
1944.0,29,40,0,0,64900.0,280.0,2021
4900.0,29,198,0,0,6.0,320.0,2021
5.0,30,175,0,0,65880.0,392.0,2021
5.0,29,193,0,0,69555.0,204.0,2021
0.0,30,218,0,0,69880.0,408.0,2021
15.0,29,194,0,3,71705.0,150.0,2021
3.0,1,161,0,0,73450.0,286.0,2021
3.0,1,161,0,0,73850.0,286.0,2021
43769.13214285715,30,219,0,0,13406.062773722628,341.0,2021
43769.13214285715,30,219,0,0,77860.0,253.0,2021
3.0,18,106,0,0,82887.0,390.0,2021
6500.0,22,135,0,0,83490.0,354.0,2021
156459.0,9,141,1,3,7745.0,160.0,2011
229.0,29,200,0,3,7750.0,170.0,2011
270.0,18,51,0,3,7750.0,204.0,2011
152.0,29,200,1,3,7799.0,140.0,2011
170800.0,20,142,1,3,13406.062773722628,90.0,2011
133.0,29,200,1,3,13406.062773722628,5.0,2011
125700.0,9,116,1,3,13406.062773722628,125.0,2011
1.0,29,113,0,3,13406.062773722628,140.0,2011
1100.0,1,25,1,3,13406.062773722628,90.0,2011
1655.0,29,113,0,3,7980.0,122.0,2011
89172.0,11,214,1,3,7980.0,140.0,2011
822.0,-1,9,0,3,13406.062773722628,156.0,2011
8350.0,-1,8,0,3,13406.062773722628,163.0,2011
86875.0,24,36,1,3,13406.062773722628,125.0,2011
69598.0,9,97,1,3,13406.062773722628,135.0,2011
1998.0,2,11,1,3,7999.0,170.0,2011
0.0,24,36,0,3,7999.0,160.0,2011
245.0,1,27,0,3,13406.062773722628,143.0,2011
124500.0,18,23,0,3,80.0,116.0,2011
147.0,29,151,1,3,8200.0,122.0,2011
2842.0,1,27,1,3,8500.0,143.0,2012
0.0,11,231,0,3,8590.0,136.0,2012
77600.0,21,41,1,3,8600.0,140.0,2012
50.0,7,85,1,3,8600.0,5.0,2012
89679.0,28,43,0,3,8690.0,99.0,2012
63.0,30,174,1,3,8800.0,145.0,2012
53400.0,5,56,0,3,8850.0,156.0,2012
99769.0,21,38,1,3,8880.0,163.0,2012
57300.0,29,113,0,3,8900.0,5.0,2012
77500.0,9,53,1,3,8950.0,125.0,2012
340.0,18,89,0,3,8950.0,231.0,2012
53500.0,9,46,1,3,8979.0,90.0,2012
34900.0,9,46,1,3,13406.062773722628,90.0,2012
123559.0,29,155,0,3,13406.062773722628,179.0,2012
92272.0,11,234,1,3,13406.062773722628,135.0,2012
123814.0,29,151,1,3,13406.062773722628,5.0,2012
123814.0,29,152,1,3,13406.062773722628,5.0,2012
42.0,21,137,1,3,13406.062773722628,140.0,2012
79988.0,20,163,1,3,9488.0,117.0,2013
83465.0,9,46,1,3,13406.062773722628,125.0,2013
84367.0,14,67,0,3,9590.0,135.0,2013
116700.0,21,41,0,3,9643.0,140.0,2013
127500.0,25,190,1,3,13406.062773722628,125.0,2013
5.0,29,198,1,3,13406.062773722628,122.0,2013
0.0,4,82,1,3,9700.0,140.0,2013
1700.0,15,77,0,3,9700.0,111.0,2013
43769.13214285715,21,225,0,3,9700.0,165.0,2013
11.0,29,110,1,3,9780.0,5.0,2013
1383.0,25,222,1,3,13406.062773722628,140.0,2013
117.0,20,163,1,3,9850.0,117.0,2013
88523.0,21,224,1,3,9890.0,125.0,2013
700.0,29,113,0,3,13406.062773722628,5.0,2013
77500.0,29,110,0,3,13406.062773722628,5.0,2013
1.0,29,110,1,3,13406.062773722628,150.0,2013
8.0,29,113,0,3,13406.062773722628,140.0,2013
149711.0,20,163,1,3,9945.0,117.0,2013
900.0,1,26,1,3,13406.062773722628,5.0,2013
99948.0,9,99,1,3,13406.062773722628,125.0,2013
2300.0,29,80,1,3,13406.062773722628,9.0,2014
54140.0,23,64,1,3,13406.062773722628,90.0,2014
7826.0,29,110,1,3,13406.062773722628,5.0,2014
680.0,29,110,1,3,13406.062773722628,86.0,2014
164750.0,29,152,1,3,13406.062773722628,140.0,2014
157599.0,9,99,1,3,13406.062773722628,116.0,2014
48629.0,21,41,1,3,13406.062773722628,140.0,2014
120.0,29,181,1,3,9995.0,125.0,2014
137400.0,29,200,1,3,9999.0,5.0,2014
153500.0,19,34,-1,3,13406.062773722628,150.0,2014
137125.0,29,200,1,3,290.0,140.0,2014
43769.13214285715,24,133,1,3,13406.062773722628,150.0,2014
70.0,9,99,1,3,13406.062773722628,150.0,2014
1148.0,21,35,1,3,445.0,1.0,2014
43769.13214285715,24,133,1,3,450.0,122.0,2014
122.0,21,225,1,3,13406.062773722628,140.0,2014
8854.0,2,1,1,3,13406.062773722628,136.0,2014
119969.0,30,211,1,3,13406.062773722628,120.0,2014
66842.0,29,155,1,3,13406.062773722628,1.0,2014
43769.13214285715,1,25,1,3,500.0,90.0,2014
91486.0,23,180,0,3,9290.0,1.0,2015
24500.0,11,228,0,3,13406.062773722628,87.0,2015
62500.0,24,133,1,3,13406.062773722628,86.0,2015
137533.0,21,224,1,3,9390.0,131.0,2015
43769.13214285715,11,233,1,3,9450.0,90.0,2015
7.0,9,53,0,3,9450.0,163.0,2015
96896.0,21,73,1,3,9480.0,5.0,2015
127726.0,21,225,1,3,9480.0,170.0,2015
96896.0,21,73,1,3,9480.0,5.0,2015
55257.0,28,43,1,3,13406.062773722628,99.0,2015
116889.0,29,110,1,3,9580.0,1.0,2015
149433.0,21,123,1,3,13406.062773722628,140.0,2015
119395.0,21,123,1,3,13406.062773722628,170.0,2015
61927.0,21,41,1,3,9750.0,170.0,2015
65518.0,21,79,2,3,9780.0,95.0,2015
65518.0,21,79,2,3,9780.0,95.0,2015
68600.0,8,17,1,3,8650.0,69.0,2016
82360.0,9,116,1,3,8680.0,120.0,2016
169433.0,21,41,1,3,8680.0,160.0,2016
118740.0,23,136,1,3,8680.0,131.0,2016
133685.0,5,117,1,3,8680.0,120.0,2016
5521.0,9,46,1,3,8750.0,95.0,2016
167561.0,21,140,1,3,8780.0,136.0,2016
86600.0,21,79,1,3,8780.0,69.0,2016
822.0,21,35,1,3,8790.0,87.0,2016
83692.0,-1,150,1,3,8799.0,75.0,2016
49.0,24,122,1,3,8800.0,75.0,2016
213.0,14,65,0,3,8800.0,141.0,2016
20.0,-1,232,0,3,8815.0,67.0,2016
99289.0,5,55,1,3,8880.0,99.0,2016
192.0,9,141,1,3,8900.0,120.0,2016
16.0,29,62,1,3,8900.0,2.0,2016
84200.0,8,149,1,3,6450.0,69.0,2017
25.0,21,41,1,3,6480.0,1.0,2017
4.0,29,235,1,3,6490.0,60.0,2017
46900.0,25,70,1,3,6490.0,60.0,2017
45200.0,29,235,1,3,6490.0,60.0,2017
24.0,29,235,1,3,6550.0,60.0,2017
45.0,31,227,1,3,6799.0,71.0,2017
37700.0,24,139,1,3,6900.0,60.0,2017
44656.0,19,186,1,3,6950.0,71.0,2017
5.0,29,235,1,3,13406.062773722628,60.0,2017
162274.0,21,41,1,3,6980.0,1.0,2017
162274.0,21,41,1,3,6980.0,1.0,2017
41600.0,5,54,1,3,6980.0,69.0,2017
63.0,25,70,1,3,6999.0,60.0,2018
45896.0,24,139,1,3,7450.0,68.0,2018
150533.0,21,41,1,3,7480.0,1.0,2018
31800.0,29,235,1,3,7550.0,60.0,2018
154544.0,21,41,1,3,7680.0,1.0,2018
77181.0,21,79,1,3,7780.0,75.0,2018
29783.0,23,207,1,3,7850.0,69.0,2018
26500.0,14,154,1,3,7950.0,67.0,2018
139430.0,21,41,0,3,7980.0,136.0,2018
39177.0,11,228,1,3,13406.062773722628,67.0,2018
79818.0,31,227,1,3,13406.062773722628,71.0,2018
45.0,29,235,1,3,13406.062773722628,60.0,2018
59303.0,7,134,1,3,13406.062773722628,73.0,2018
0.0,9,97,1,3,7999.0,86.0,2018
9078.0,21,41,1,3,8280.0,1.0,2018
25219.0,25,70,1,3,8350.0,60.0,2018
27250.0,-1,6,1,3,990.0,82.0,2019
4900.0,21,79,1,3,990.0,90.0,2019
25419.0,11,229,1,3,997.0,75.0,2019
26300.0,-1,6,1,3,11190.0,1.0,2019
43769.13214285715,8,15,1,3,11220.0,69.0,2019
27517.0,9,97,1,3,11280.0,86.0,2019
8453.0,21,35,1,3,11440.0,87.0,2019
34900.0,21,79,1,3,11450.0,90.0,2019
33692.0,7,179,1,3,11450.0,90.0,2019
59889.0,21,81,1,3,11470.0,83.0,2019
85416.0,21,41,1,3,11490.0,1.0,2019
43769.13214285715,21,79,1,3,11490.0,90.0,2019
2.0,9,97,1,3,11500.0,71.0,2019
22445.0,21,79,1,3,11680.0,90.0,2019
2.0,5,55,1,0,11697.0,68.0,2019
20411.0,31,227,0,3,11749.0,82.0,2019
43769.13214285715,21,41,1,3,11790.0,1.0,2019
13770.0,9,127,1,3,11850.0,86.0,2019
13850.0,31,226,1,3,11880.0,90.0,2019
43769.13214285715,25,96,1,0,11900.0,75.0,2019
5.0,11,228,0,3,12590.0,67.0,2020
5500.0,29,235,1,0,12680.0,60.0,2020
8450.0,19,186,0,3,12690.0,80.0,2020
11281.0,21,79,1,3,13406.062773722628,75.0,2020
15892.0,21,79,1,3,13406.062773722628,75.0,2020
20.0,25,96,1,2,12750.0,60.0,2020
43769.13214285715,8,15,1,2,12850.0,69.0,2020
3397.0,19,186,0,3,12890.0,80.0,2020
20.0,7,179,1,3,13406.062773722628,1.0,2020
3155.0,8,15,1,2,13406.062773722628,69.0,2020
43769.13214285715,8,15,1,2,13406.062773722628,69.0,2020
3.0,8,15,1,2,13406.062773722628,69.0,2020
43769.13214285715,8,15,1,2,13406.062773722628,69.0,2020
1500.0,5,55,1,3,12950.0,82.0,2020
50200.0,9,97,1,1,12950.0,86.0,2020
0.0,9,97,1,1,12950.0,95.0,2020
7500.0,23,71,1,0,12980.0,72.0,2020
15.0,8,15,0,2,13406.062773722628,69.0,2020
2500.0,19,186,0,3,13406.062773722628,80.0,2020
7368.0,8,149,1,3,13406.062773722628,69.0,2020
15.0,25,96,1,3,15985.0,95.0,2021
43769.13214285715,7,134,0,3,1.0,91.0,2021
20.0,23,95,1,2,1.0,1.0,2021
43769.13214285715,8,17,1,2,1.0,69.0,2021
43769.13214285715,8,17,1,2,1.0,69.0,2021
5.0,28,221,1,2,1.0,72.0,2021
43769.13214285715,23,223,0,3,1.0,9.0,2021
43769.13214285715,14,189,1,0,1.0,84.0,2021
43769.13214285715,14,189,1,0,1.0,84.0,2021
20.0,8,15,0,2,1.0,69.0,2021
43769.13214285715,14,168,1,2,1.0,84.0,2021
43769.13214285715,14,168,1,2,1.0,84.0,2021
43769.13214285715,14,168,1,2,1.0,84.0,2021
43769.13214285715,25,96,1,3,16250.0,95.0,2021
20.0,25,96,1,2,1.0,95.0,2021
50.0,11,229,1,3,13406.062773722628,84.0,2021
50.0,11,229,1,3,13406.062773722628,84.0,2021
8452.0,29,155,1,0,16450.0,80.0,2021
43769.13214285715,23,71,1,3,16490.0,91.0,2021
43769.13214285715,23,71,1,3,16490.0,91.0,2021
1.0,29,113,1,3,4299.0,86.0,2011
145.0,21,137,1,3,4300.0,120.0,2011
194.0,21,41,1,3,4300.0,165.0,2011
45500.0,5,54,1,3,4300.0,68.0,2011
128450.0,21,79,1,3,4325.0,95.0,2011
225.0,1,26,1,3,4397.0,5.0,2011
113.0,8,15,1,3,13406.062773722628,69.0,2011
74.0,23,71,1,3,13406.062773722628,75.0,2011
1978.0,31,227,0,3,13406.062773722628,61.0,2011
200.0,21,123,1,3,13406.062773722628,160.0,2011
148298.0,25,170,1,3,13406.062773722628,86.0,2011
167.0,9,141,1,3,4450.0,116.0,2011
92.0,31,227,0,3,4450.0,71.0,2011
94.0,21,41,1,3,4450.0,140.0,2011
137.0,9,97,1,3,4480.0,60.0,2011
18.0,11,230,1,3,4490.0,90.0,2011
120790.0,9,141,1,3,4490.0,160.0,2011
9.0,20,138,1,3,4490.0,98.0,2011
43769.13214285715,5,56,1,3,4900.0,120.0,2012
147700.0,9,97,1,3,4950.0,95.0,2012
85730.0,7,179,1,3,13406.062773722628,84.0,2012
134.0,19,72,0,3,13406.062773722628,95.0,2012
82.0,21,79,1,3,13406.062773722628,69.0,2012
131750.0,29,155,1,3,13406.062773722628,75.0,2012
145300.0,9,97,1,3,13406.062773722628,69.0,2012
45296.0,4,188,1,3,13406.062773722628,68.0,2012
62.0,29,235,1,3,13406.062773722628,60.0,2012
189.0,21,224,1,3,13406.062773722628,165.0,2012
189.0,21,225,1,3,13406.062773722628,165.0,2012
131128.0,29,155,1,3,13406.062773722628,69.0,2012
89675.0,9,97,1,3,13406.062773722628,60.0,2012
14.0,9,99,1,3,13406.062773722628,150.0,2012
93.0,-1,6,1,3,13406.062773722628,95.0,2012
99250.0,9,97,1,3,4995.0,60.0,2012
90.0,11,229,1,3,13406.062773722628,86.0,2012
2.0,29,155,1,3,13406.062773722628,60.0,2012
140.0,23,180,0,3,13406.062773722628,140.0,2012
43769.13214285715,24,122,1,3,13406.062773722628,86.0,2013
62.0,28,44,1,3,13406.062773722628,68.0,2013
97.0,25,170,1,3,13406.062773722628,86.0,2013
133393.0,24,122,1,3,5950.0,5.0,2013
73.0,-1,6,1,3,5950.0,95.0,2013
9200.0,25,170,1,3,5970.0,86.0,2013
1300.0,23,71,1,3,5980.0,90.0,2013
77.0,8,15,1,3,13406.062773722628,69.0,2013
43769.13214285715,21,41,1,3,13406.062773722628,1.0,2013
12.0,21,137,1,3,13406.062773722628,1.0,2013
61590.0,24,139,1,3,13406.062773722628,60.0,2013
53.0,23,136,1,3,13406.062773722628,1.0,2013
40.0,25,70,1,3,13406.062773722628,75.0,2013
133950.0,23,180,1,3,13406.062773722628,116.0,2013
1.0,21,41,1,3,13406.062773722628,1.0,2013
94.0,9,97,1,3,13406.062773722628,60.0,2013
77.0,21,79,1,3,13406.062773722628,87.0,2013
0.0,24,122,1,3,5995.0,5.0,2013
400.0,21,79,1,3,5999.0,69.0,2013
65.0,9,46,1,3,5999.0,90.0,2013
200.0,29,110,1,3,6200.0,5.0,2014
43769.13214285715,21,41,1,3,6200.0,1.0,2014
43769.13214285715,25,167,1,3,6200.0,86.0,2014
70200.0,29,235,1,3,6200.0,75.0,2014
56.0,21,79,1,3,6200.0,86.0,2014
32900.0,23,223,0,3,6250.0,58.0,2014
62.0,8,15,1,3,6250.0,69.0,2014
0.0,21,79,1,3,6280.0,87.0,2014
8150.0,19,186,1,3,6295.0,71.0,2014
90.0,8,149,1,3,13406.062773722628,69.0,2014
44.0,8,149,1,3,6390.0,69.0,2014
98700.0,21,79,1,3,13406.062773722628,1.0,2014
2.0,9,203,1,3,13406.062773722628,95.0,2014
9144.0,23,136,1,3,6450.0,1.0,2014
48651.0,11,228,1,3,6478.0,67.0,2014
94690.0,20,138,1,3,6490.0,80.0,2014
70.0,29,155,1,3,6490.0,60.0,2014
82500.0,23,71,1,3,6495.0,73.0,2014
2.0,11,233,1,3,6499.0,125.0,2014
115.0,17,7,1,3,90.0,165.0,2014
126357.0,29,110,1,3,9450.0,1.0,2014
115800.0,9,99,1,3,9480.0,150.0,2014
87950.0,25,167,1,3,13406.062773722628,5.0,2014
89821.0,26,131,1,3,13406.062773722628,150.0,2014
75384.0,9,53,1,3,13406.062773722628,125.0,2014
119819.0,9,141,1,3,9499.0,160.0,2014
89048.0,29,114,1,3,9499.0,1.0,2014
40775.0,14,67,1,3,13406.062773722628,135.0,2014
43614.0,27,191,1,3,13406.062773722628,136.0,2014
47.0,24,133,0,3,1.0,150.0,2015
63387.0,11,206,1,3,16290.0,177.0,2015
115300.0,23,207,1,3,13406.062773722628,71.0,2016
66798.0,21,35,1,3,7490.0,69.0,2016
68027.0,21,137,1,3,8650.0,120.0,2016
29354.0,27,191,1,3,8940.0,94.0,2016
19399.0,29,62,1,3,9960.0,75.0,2016
1270.0,29,110,1,3,6500.0,86.0,2011
142.0,24,122,0,3,6500.0,179.0,2011
84.0,29,155,1,3,6600.0,69.0,2011
2.0,29,200,1,3,6699.0,5.0,2011
170500.0,29,200,1,3,6699.0,5.0,2011
149.0,5,58,0,3,6700.0,163.0,2011
167730.0,15,78,1,3,6750.0,184.0,2011
18350.0,8,98,1,3,6770.0,41.0,2011
0.0,25,144,1,3,13406.062773722628,122.0,2011
1.0,29,113,1,3,13406.062773722628,5.0,2011
6.0,1,29,1,3,13406.062773722628,179.0,2011
11.0,25,144,0,3,13406.062773722628,122.0,2011
43769.13214285715,29,110,1,3,6850.0,122.0,2011
930.0,29,114,1,3,6850.0,122.0,2011
77500.0,25,144,1,3,6850.0,80.0,2011
116200.0,29,155,1,3,13406.062773722628,60.0,2011
13.0,29,62,0,3,6900.0,75.0,2011
90.0,21,41,1,3,6900.0,140.0,2011
56.0,8,17,1,3,6900.0,69.0,2011
113.0,21,41,1,3,5999.0,140.0,2011
185.0,8,159,1,3,5999.0,135.0,2011
87.0,11,233,1,3,5999.0,90.0,2011
185.0,2,2,1,3,5999.0,143.0,2011
120.0,21,41,0,3,5999.0,179.0,2011
89499.0,11,233,1,3,5999.0,125.0,2011
0.0,5,56,1,3,6.0,120.0,2011
132.0,17,14,1,3,6.0,150.0,2011
130500.0,23,180,1,3,6.0,131.0,2011
86.0,23,136,1,3,6.0,6.0,2011
0.0,23,128,1,3,6.0,86.0,2011
200.0,21,123,1,3,6.0,131.0,2011
140224.0,9,97,1,3,6099.0,120.0,2011
92.0,21,41,1,3,60.0,1.0,2011
117.0,21,41,1,3,6150.0,120.0,2011
152467.0,5,126,1,3,6190.0,120.0,2011
212.0,29,152,1,3,6199.0,5.0,2011
142600.0,25,96,1,3,6200.0,86.0,2011
63765.0,29,113,1,3,6250.0,86.0,2011
56200.0,25,170,1,3,4900.0,69.0,2011
34992.0,5,55,1,3,4900.0,60.0,2011
197.0,29,110,0,3,4950.0,140.0,2011
62886.0,11,229,1,3,4950.0,77.0,2011
62886.0,11,229,1,3,4950.0,77.0,2011
155690.0,9,53,1,3,4957.0,150.0,2011
43769.13214285715,25,96,1,3,4970.0,60.0,2011
140.0,9,99,1,3,4970.0,1.0,2011
157.0,17,14,1,3,13406.062773722628,116.0,2011
52603.0,-1,5,1,3,13406.062773722628,95.0,2011
24950.0,9,127,1,3,13406.062773722628,69.0,2011
65560.0,20,138,1,3,13406.062773722628,80.0,2011
17.0,5,56,1,3,13406.062773722628,120.0,2011
65.0,-1,5,1,3,13406.062773722628,73.0,2011
166291.0,23,180,1,3,13406.062773722628,131.0,2011
84687.0,23,71,1,3,13406.062773722628,75.0,2011
43769.13214285715,21,79,1,3,13406.062773722628,87.0,2011
1340.0,-1,5,1,3,13406.062773722628,111.0,2011
189.0,21,123,1,3,6950.0,160.0,2011
73020.0,17,7,1,3,6950.0,5.0,2011
119515.0,21,137,1,3,6950.0,120.0,2011
67325.0,25,144,1,3,6980.0,122.0,2011
145500.0,29,110,1,3,13406.062773722628,140.0,2011
71300.0,29,156,1,3,13406.062773722628,5.0,2011
0.0,23,71,0,3,13406.062773722628,111.0,2011
77147.0,27,178,1,3,13406.062773722628,135.0,2011
117.0,20,125,1,3,13406.062773722628,117.0,2011
34.0,19,72,0,3,6998.0,95.0,2011
182.0,0,169,1,3,7.0,170.0,2011
142.0,1,25,1,3,7.0,86.0,2011
193.0,9,202,1,3,7.0,116.0,2011
156.0,8,101,1,3,7.0,140.0,2011
1.0,8,84,1,3,7.0,135.0,2011
1200.0,29,110,1,3,70.0,122.0,2011
7.0,10,60,1,3,7150.0,114.0,2011
157165.0,21,224,1,3,7190.0,131.0,2011
240.0,29,200,0,3,13406.062773722628,140.0,2011
61200.0,20,163,-1,3,13406.062773722628,140.0,2011
98500.0,29,155,1,3,6250.0,69.0,2011
124256.0,-1,18,1,3,6280.0,156.0,2011
163900.0,20,163,1,3,6290.0,150.0,2011
148603.0,5,126,1,3,6290.0,120.0,2011
148340.0,1,25,1,3,13406.062773722628,5.0,2011
1.0,9,141,1,3,6399.0,120.0,2011
7530.0,5,48,1,3,13406.062773722628,120.0,2011
134.0,2,1,1,3,13406.062773722628,122.0,2011
37580.0,21,41,1,3,6450.0,87.0,2011
